fea_ind,fea_name,group,CHR,MAPINFO,gene_set,Lasso,ENet,SGLasso,SGLasso_rank,Pclogit,CDReg,CDReg_rank,diff_loc
31280,cg01896119,3324.0,16,27899404.0,GSG1L,0.0,0.0,0.0,3382,0.0,0.0,8014,19213
31281,cg03762477,3324.0,16,27918617.0,GSG1L,0.0,0.0,0.0,3382,0.0,0.0,8014,3577
31282,cg12493936,3324.0,16,27922194.0,GSG1L,0.0,0.0,0.0,3382,0.0,0.0,8014,89071
31283,cg08428669,3324.0,16,28011265.0,GSG1L,0.0,0.0,0.0,3382,0.0,0.0,8014,3244
31284,cg02838262,3324.0,16,28014509.0,GSG1L,0.0,0.0,0.0,3382,0.0,0.0,8014,5909
31285,cg14918689,3324.0,16,28020418.0,GSG1L,0.0,0.0,0.0,3382,0.0,0.0,8014,1732
31286,cg01616863,3324.0,16,28022150.0,GSG1L,0.0,0.0,0.0,3382,0.0,0.0,8014,52312
31287,cg10471437,3324.0,16,28074462.0,GSG1L,0.0,0.0,0.0,3382,0.0,0.0,8014,208
31288,cg03921753,3324.0,16,28074670.0,GSG1L,0.0,0.0,0.0,3382,0.0,0.0,8014,47281
31289,cg00593814,3325.0,16,28121951.0,XPO6,0.0,0.0,0.0,3382,0.0,0.0,8014,35725
31290,cg00686293,3325.0,16,28157676.0,XPO6,0.0,0.0,0.0,3382,0.0,0.0,8014,11211
31291,cg13522588,3325.0,16,28168887.0,XPO6,0.0,0.0,0.0,3382,0.0,0.0,8014,6207
31292,cg22726370,3325.0,16,28175094.0,XPO6,0.0,0.0,0.0,3382,0.0,0.0,8014,11146
31293,cg16734384,3325.0,16,28186240.0,XPO6,0.0,0.0,0.0,3382,0.0,0.0,8014,6823
31294,cg00468395,3325.0,16,28193063.0,XPO6,0.0,0.0,0.0,3382,0.0,0.0,8014,632
31295,cg15766402,3325.0,16,28193695.0,XPO6,0.0,0.0,0.0,3382,0.0,0.0,8014,5522
31297,cg00853519,3325.0,16,28203163.0,XPO6,0.0,0.0,0.0,3382,0.0,0.0,8014,1461
31298,cg16738327,3325.0,16,28204624.0,XPO6,0.0,0.0,0.0,3382,0.0,0.0,8014,18361
31299,cg08495403,3325.0,16,28222985.0,XPO6,0.0,0.0,0.0,3382,0.0,0.0,8014,167
31301,cg10165518,3326.0,16,28510740.0,IL27,0.0,0.0,0.0,3382,0.0,0.0,8014,6538
31302,cg17122311,3326.0,16,28517278.0,IL27,0.0,0.0,0.0,3382,0.0,0.0,8014,922
31303,cg26792089,3326.0,16,28518200.0,IL27,0.0,0.0,0.0,3382,0.0,0.0,8014,13
31304,cg11061137,3326.0,16,28518213.0,IL27,0.0,0.0,0.0,3382,0.0,0.0,8014,46
31305,cg17036530,3326.0,16,28518259.0,IL27,0.0,0.0,0.0,3382,0.0,0.0,8014,72
31306,cg25341726,3326.0,16,28518331.0,IL27,0.0,0.0,0.0,3382,0.0,0.0,8014,16
31307,cg22174257,3326.0,16,28518347.0,IL27,0.0,0.0,0.0,3382,0.0,0.0,8014,424243
31317,cg05529890,3328.0,16,28997459.0,LAT,0.0,0.0,0.0,3382,0.0,0.0,8014,435
31318,cg16704586,3328.0,16,28997894.0,LAT,0.0,0.0,0.0,3382,0.0,0.0,8014,45
31319,cg15615312,3328.0,16,28997939.0,LAT,0.0,0.0,0.0,3382,0.0,0.0,8014,27
31320,cg19056005,3328.0,16,28997966.0,LAT,0.0,0.0,0.0,3382,0.0,0.0,8014,914
31321,cg25147847,3328.0,16,28998880.0,LAT,0.0,0.0,0.0,3382,0.0,0.0,8014,570
31322,cg23916460,3328.0,16,28999450.0,LAT,0.0,0.0,0.0,3382,0.0,0.0,8014,72
31323,cg06729209,3328.0,16,28999522.0,LAT,0.0,0.0,0.0,3382,0.0,0.0,8014,185
31324,cg19300046,3328.0,16,28999707.0,LAT,0.0,0.0,0.0,3382,0.0,0.0,8014,1975
31325,cg26988253,3328.0,16,29001682.0,LAT,0.0,0.0,0.0,3382,0.0,0.0,8014,671486
31326,cg22543378,3329.0,16,29673168.0,SPN,0.0,0.0,0.0,3382,0.0,0.0,8014,765
31327,cg09946623,3329.0,16,29673933.0,SPN,0.0,0.0,0.0,3382,0.0,0.0,8014,494
31328,cg13933921,3329.0,16,29674427.0,SPN,0.0,0.0,0.0,3382,0.0,0.0,8014,60
31329,cg11432797,3329.0,16,29674487.0,SPN,0.0,0.0,0.0,3382,0.0,0.0,8014,131
31330,cg03549705,3329.0,16,29674618.0,SPN,0.0,0.0,0.0,3382,0.0,0.0,8014,341
31331,cg08480068,3329.0,16,29674959.0,SPN,0.0,0.0,0.0,3382,0.0,0.0,8014,13
31332,cg26769927,3329.0,16,29674972.0,SPN,0.0,0.0,0.0,3382,0.0,0.0,8014,188
31333,cg26691434,3329.0,16,29675160.0,SPN,0.0,0.0,0.0,3382,0.0,0.0,8014,54
31334,cg10126903,3329.0,16,29675214.0,SPN,0.0,0.0,0.0,3382,0.0,0.0,8014,857
31335,cg01681367,3329.0,16,29676071.0,SPN,0.0,0.0,0.0,3382,0.0,0.0,8014,2553
31336,cg06177555,3329.0,16,29678624.0,SPN,0.0,0.0,0.0,3382,0.0,0.0,8014,8
31337,cg06016493,3329.0,16,29678632.0,SPN,0.0,0.0,0.0,3382,0.0,0.0,8014,206095
31338,cg06857887,3330.0,16,29884727.0,SEZ6L2,0.0,0.0,0.0,3382,0.0,0.0,8014,2934
31339,cg05377576,3330.0,16,29887661.0,SEZ6L2,0.0,0.0,0.0,3382,0.0,0.0,8014,910
31340,cg07300846,3330.0,16,29888571.0,SEZ6L2,0.0,0.0,0.0,3382,0.0,0.0,8014,99
31341,cg03696974,3330.0,16,29888670.0,SEZ6L2,0.0,0.0,0.0,3382,0.0,0.0,8014,63
31342,cg07160932,3330.0,16,29888733.0,SEZ6L2,0.0,0.0,0.0,3382,0.0,0.0,8014,563
31343,cg12846780,3330.0,16,29889296.0,SEZ6L2,0.0,0.0,0.0,3382,0.0,0.0,8014,14304
31344,cg03241493,3330.0,16,29903600.0,SEZ6L2,0.0,0.0,0.0,3382,0.0,0.0,8014,118355
31345,cg25286285,3331.0,16,30021955.0,DOC2A,0.0,0.0,0.0,3382,0.0,0.0,8014,1560
31346,cg27151362,3331.0,16,30023515.0,DOC2A,0.0,0.0,0.0,3382,0.0,0.0,8014,100
31347,cg03890691,3331.0,16,30023615.0,DOC2A,0.0,0.0,0.0,3382,0.0,0.0,8014,121
31348,cg21609407,3331.0,16,30023736.0,DOC2A,0.0,0.0,0.0,3382,0.0,0.0,8014,115
31349,cg12751941,3331.0,16,30023851.0,DOC2A,0.0,0.0,0.0,3382,0.0,0.0,8014,2496
31350,cg21170376,3331.0,16,30026347.0,DOC2A,0.0,0.0,0.0,3382,0.0,0.0,8014,76110
31351,cg05676562,3332.0,16,30102457.0,TBX6,0.0,0.0,0.0,3382,0.0,0.0,8014,85
31352,cg05806717,3332.0,16,30102542.0,TBX6,0.0,0.0,0.0,3382,0.0,0.0,8014,134
31353,cg10250238,3332.0,16,30102676.0,TBX6,0.0,0.0,0.0,3382,0.0,0.0,8014,10
31354,cg20052242,3332.0,16,30102686.0,TBX6,0.0,0.0,0.0,3382,0.0,0.0,8014,25
31355,cg26452476,3332.0,16,30102711.0,TBX6,0.0,0.0,0.0,3382,0.0,0.0,8014,208
31356,cg00123512,3332.0,16,30102919.0,TBX6,0.0,0.0,0.0,3382,0.0,0.0,8014,379674
31367,cg11391543,3334.0,16,31127882.0,KAT8,0.0,0.0,0.0,3382,0.0,0.0,8014,1883
31368,cg02724496,3334.0,16,31129765.0,KAT8,0.0,0.0,0.0,3382,0.0,0.0,8014,8822
31369,cg20549997,3334.0,16,31138587.0,KAT8,0.0,0.0,0.0,3382,0.0,0.0,8014,2096
31370,cg23791391,3334.0,16,31140683.0,KAT8,0.0,0.0,0.0,3382,0.0,0.0,8014,720
31371,cg03076045,3334.0,16,31141403.0,KAT8,0.0,0.0,0.0,3382,0.0,0.0,8014,250
31372,cg05599196,3334.0,16,31141653.0,KAT8,0.0,0.0,0.0,3382,0.0,0.0,8014,495
31373,cg15763565,3334.0,16,31142148.0,KAT8,0.0,0.0,0.0,3382,0.0,0.0,8014,326172
31378,cg05777628,3335.0,16,31469488.0,ARMC5,0.0,0.0,0.0,3382,0.0,0.0,8014,1716
31380,cg24386473,3336.0,16,46746624.0,MYLK3,0.0,0.0,0.0,3382,0.0,0.0,8014,25618
31381,cg11449409,3336.0,16,46772242.0,MYLK3,0.0,0.0,0.0,3382,0.0,0.0,8014,5101
31382,cg04246138,3336.0,16,46777343.0,MYLK3,0.0,0.0,0.0,3382,0.0,0.0,8014,3733
31383,cg03147449,3336.0,16,46781076.0,MYLK3,0.0,0.0,0.0,3382,0.0,0.0,8014,1647
31384,cg10635891,3336.0,16,46782723.0,MYLK3,0.0,0.0,0.0,3382,0.0,0.0,8014,8111
31385,cg02954065,3336.0,16,46790834.0,MYLK3,0.0,0.0,0.0,3382,0.0,0.0,8014,126662
31386,cg18587271,3337.0,16,46917496.0,GPT2,0.0,0.0,0.0,3382,0.0,0.0,8014,1120
31387,cg20919549,3337.0,16,46918616.0,GPT2,0.0,0.0,0.0,3382,0.0,0.0,8014,405
31388,cg00622166,3337.0,16,46919021.0,GPT2,0.0,0.0,0.0,3382,0.0,0.0,8014,4
31389,cg24409590,3337.0,16,46919025.0,GPT2,0.0,0.0,0.0,3382,0.0,0.0,8014,50
31390,cg00270789,3337.0,16,46919075.0,GPT2,0.0,0.0,0.0,3382,0.0,0.0,8014,23
31391,cg14880584,3337.0,16,46919098.0,GPT2,0.0,0.0,0.0,3382,0.0,0.0,8014,14
31392,cg03533472,3337.0,16,46919112.0,GPT2,0.0,0.0,0.0,3382,0.0,0.0,8014,82
31393,cg23684449,3337.0,16,46919194.0,GPT2,0.0,0.0,0.0,3382,0.0,0.0,8014,881
31394,cg04839706,3337.0,16,46920075.0,GPT2,0.0,0.0,0.0,3382,0.0,0.0,8014,11991
31395,cg16972043,3337.0,16,46932066.0,GPT2,0.0,0.0,0.0,3382,0.0,0.0,8014,128
31396,cg18810506,3337.0,16,46932194.0,GPT2,0.0,0.0,0.0,3382,0.0,0.0,8014,12709
31397,cg12573221,3337.0,16,46944903.0,GPT2,0.0,0.0,0.0,3382,0.0,0.0,8014,9168
31398,cg14274477,3337.0,16,46954071.0,GPT2,0.0,0.0,0.0,3382,0.0,0.0,8014,8891
31399,cg06340161,3337.0,16,46962962.0,GPT2,0.0,0.0,0.0,3382,0.0,0.0,8014,534860
31401,cg11315674,3338.0,16,47533567.0,PHKB,0.0,0.0,0.0,3382,0.0,0.0,8014,5013
31402,cg01677596,3338.0,16,47538580.0,PHKB,0.0,0.0,0.0,3382,0.0,0.0,8014,139294
31403,cg01000422,3338.0,16,47677874.0,PHKB,0.0,0.0,0.0,3382,0.0,0.0,8014,594
31404,cg15991632,3338.0,16,47678468.0,PHKB,0.0,0.0,0.0,3382,0.0,0.0,8014,51885
31405,cg18628039,3338.0,16,47730353.0,PHKB,0.0,0.0,0.0,3382,0.0,0.0,8014,3015
31406,cg04864062,3338.0,16,47733368.0,PHKB,0.0,0.0,0.0,3382,0.0,0.0,8014,722459
31407,cg19981865,3339.0,16,48455827.0,MIR5095,0.06699418051082744,0.04668212622685245,0.0,3382,0.0,0.0,8014,13617
31408,cg21590180,3339.0,16,48469444.0,MIR5095,0.0,0.0,0.0,3382,0.0,0.0,8014,18052
31409,cg02714692,3339.0,16,48487496.0,MIR5095,0.0,0.0,0.0,3382,0.0,0.0,8014,4943
31410,cg03815480,3339.0,16,48492439.0,MIR5095,0.0,0.0,0.0,3382,0.0,0.0,8014,21575
31411,cg20361881,3339.0,16,48514014.0,MIR5095,0.0,0.0,0.0,3382,0.0,0.0,8014,1851
31412,cg02714331,3339.0,16,48515865.0,MIR5095,0.0,0.0,0.0,3382,0.0,0.0,8014,138195
31413,cg05150619,3339.0,16,48654060.0,MIR5095,0.0,0.0,0.0,3382,0.0,0.0,8014,3816
31414,cg19147649,3339.0,16,48657876.0,MIR5095,0.0,0.0,0.0,3382,0.0,0.0,8014,655431
31415,cg04438525,3340.0,16,49313307.0,CBLN1,0.0,0.0,0.0,3382,0.0,0.0,8014,1995
31416,cg08464190,3340.0,16,49315302.0,CBLN1,0.0,0.0,0.0,3382,0.0,0.0,8014,304
31417,cg17650607,3340.0,16,49315606.0,CBLN1,0.0,0.0,0.0,3382,0.0,0.0,8014,146
31418,cg14693555,3340.0,16,49315752.0,CBLN1,0.0,0.0,0.0,3382,0.0,0.0,8014,2
31419,cg17251658,3340.0,16,49315754.0,CBLN1,0.0,0.0,0.0,3382,0.0,0.0,8014,299
31420,cg09792926,3340.0,16,49316053.0,CBLN1,0.0,0.0,0.0,3382,0.0,0.0,8014,209674
31421,cg00448560,3341.0,16,49525727.0,ZNF423,0.0,0.0,0.0,3382,0.0,0.0,8014,80
31422,cg04208403,3341.0,16,49525807.0,ZNF423,0.0,0.0,0.0,3382,0.0,0.0,8014,7852
31423,cg22870037,3341.0,16,49533659.0,ZNF423,0.0,0.0,0.0,3382,0.0,0.0,8014,3942
31424,cg24717079,3341.0,16,49537601.0,ZNF423,0.0,0.0,0.0,3382,0.0,0.0,8014,21916
31425,cg26581292,3341.0,16,49559517.0,ZNF423,0.0,0.0,0.0,3382,0.0,0.0,8014,657
31427,cg13448923,3341.0,16,49564462.0,ZNF423,0.0,0.0,0.0,3382,0.0,0.0,8014,12942
31429,cg07957035,3341.0,16,49623763.0,ZNF423,0.0,0.0,0.0,3382,0.0,0.0,8014,9140
31430,cg26507629,3341.0,16,49632903.0,ZNF423,0.0,0.0,0.0,3382,0.0,0.0,8014,33109
31431,cg03087880,3341.0,16,49666012.0,ZNF423,0.0,0.0,0.0,3382,0.0,0.0,8014,492
31432,cg07089942,3341.0,16,49666504.0,ZNF423,0.0,0.0,0.0,3382,0.0,0.0,8014,6183
31433,cg05573626,3341.0,16,49672687.0,ZNF423,0.0,0.0,0.0,3382,0.0,0.0,8014,24451
31434,cg00530710,3341.0,16,49697138.0,ZNF423,0.0,0.0,0.0,3382,0.0,0.0,8014,11348
31435,cg25758305,3341.0,16,49708486.0,ZNF423,0.0,0.0,0.0,3382,0.0,0.0,8014,24684
31436,cg08418279,3341.0,16,49733170.0,ZNF423,0.0,0.0,0.0,3382,0.0,0.0,8014,127732
31437,cg06968354,3341.0,16,49860902.0,ZNF423,0.0,0.0,0.0,3382,0.0,0.0,8014,869835
31438,cg08554257,3342.0,16,50730737.0,NOD2,0.0,0.0,0.0,3382,0.0,0.0,8014,76
31439,cg26954174,3342.0,16,50730813.0,NOD2,0.0,0.0,0.0,3382,0.0,0.0,8014,2987
31440,cg05146293,3342.0,16,50733800.0,NOD2,0.0,0.0,0.0,3382,0.0,0.0,8014,9227
31441,cg04172533,3342.0,16,50743027.0,NOD2,0.0,0.0,0.0,3382,0.0,0.0,8014,269
31442,cg05261686,3342.0,16,50743296.0,NOD2,0.0,0.0,0.0,3382,0.0,0.0,8014,1806
31443,cg08848643,3342.0,16,50745102.0,NOD2,0.0,0.0,0.0,3382,0.0,0.0,8014,1822
31444,cg01402665,3342.0,16,50746924.0,NOD2,0.0,0.0,0.0,3382,0.0,0.0,8014,746
31445,cg08398764,3342.0,16,50747670.0,NOD2,0.0,0.0,0.0,3382,0.0,0.0,8014,1191
31446,cg16834953,3342.0,16,50748861.0,NOD2,0.0,0.0,0.0,3382,0.0,0.0,8014,434043
31447,cg16728898,3343.0,16,51182904.0,SALL1,0.00355533627171738,0.006066628099270481,0.0,3382,0.003907869952226532,0.0,8014,1475
31448,cg04698114,3343.0,16,51184379.0,SALL1,0.0,0.0,0.0,3382,0.0,0.0,8014,183
31449,cg08526074,3343.0,16,51184562.0,SALL1,0.0,0.0,0.0,3382,0.0,0.0,8014,5
31450,cg15463013,3343.0,16,51184567.0,SALL1,0.0,0.0,0.0,3382,0.0,0.0,8014,12
31451,cg13692711,3343.0,16,51184579.0,SALL1,0.0,0.0,0.0,3382,0.0,0.0,8014,4
31452,cg02864757,3343.0,16,51184583.0,SALL1,0.0,0.0,0.0,3382,0.0,0.0,8014,114
31453,cg16118070,3343.0,16,51184697.0,SALL1,0.0,0.0,0.0,3382,0.0,0.0,8014,89
31454,cg05151154,3343.0,16,51184786.0,SALL1,0.0,0.0,0.0,3382,0.0,0.0,8014,215
31455,cg08806408,3343.0,16,51185001.0,SALL1,0.0,0.0,0.0,3382,0.0,0.0,8014,81
31456,cg06653699,3343.0,16,51185082.0,SALL1,0.0,0.0,0.0,3382,0.0,0.0,8014,28
31457,cg09016242,3343.0,16,51185110.0,SALL1,0.0,0.0,0.0,3382,0.0,0.0,8014,22
31458,cg06232807,3343.0,16,51185132.0,SALL1,0.0,0.0,0.0,3382,0.0,0.0,8014,15
31459,cg01146232,3343.0,16,51185147.0,SALL1,0.0,0.0,0.0,3382,0.0,0.0,8014,89
31460,cg06274671,3343.0,16,51185236.0,SALL1,0.0,0.0,0.0,3382,0.0,0.0,8014,51
31461,cg11035433,3343.0,16,51185287.0,SALL1,0.0,0.0,0.0,3382,0.0,0.0,8014,15
31462,cg14115575,3343.0,16,51185302.0,SALL1,0.0,0.0,0.0,3382,0.0,0.0,8014,157
31463,cg06724588,3343.0,16,51185459.0,SALL1,0.0,0.0,0.0,3382,0.0,0.0,8014,313
31464,cg13755795,3343.0,16,51185772.0,SALL1,0.0,0.0,0.0,3382,0.0,0.0,8014,1309465
31465,cg00808511,3344.0,16,52495237.0,TOX3,0.0,0.0,0.0,3382,0.0,0.0,8014,8646
31466,cg07402003,3344.0,16,52503883.0,TOX3,0.0,0.0,0.0,3382,0.0,0.0,8014,75280
31467,cg09678615,3344.0,16,52579163.0,TOX3,0.0,0.0,0.0,3382,0.0,0.0,8014,486
31468,cg00455216,3344.0,16,52579649.0,TOX3,0.0,0.0,0.0,3382,0.0,0.0,8014,617
31469,cg09051775,3344.0,16,52580266.0,TOX3,0.0,0.0,0.0,3382,0.0,0.0,8014,410
31470,cg17103171,3344.0,16,52580676.0,TOX3,0.0,0.0,0.0,3382,0.0,0.0,8014,305
31471,cg10895426,3344.0,16,52580981.0,TOX3,0.0,0.0,0.0,3382,0.0,0.0,8014,6
31472,cg26817217,3344.0,16,52580987.0,TOX3,0.0,0.0,0.0,3382,0.0,0.0,8014,622
31473,cg11410436,3344.0,16,52581609.0,TOX3,0.0,0.0,0.0,3382,0.0,0.0,8014,137
31474,cg01404163,3344.0,16,52581746.0,TOX3,0.0,0.0,0.0,3382,0.0,0.0,8014,355
31475,cg24689460,3344.0,16,52582101.0,TOX3,0.0,0.0,0.0,3382,0.0,0.0,8014,161
31476,cg09769542,3344.0,16,52582262.0,TOX3,0.0,0.0,0.0,3382,0.0,0.0,8014,800
31477,cg10160276,3344.0,16,52583062.0,TOX3,0.0,0.0,0.0,3382,0.0,0.0,8014,534192
31478,cg04927706,3345.0,16,53117254.0,CHD9,0.0,0.0,0.0,3382,0.0,0.0,8014,7707
31479,cg25775667,3345.0,16,53124961.0,CHD9,0.0,0.0,0.0,3382,0.0,0.0,8014,247
31480,cg05094137,3345.0,16,53125208.0,CHD9,0.0,0.0,0.0,3382,0.0,0.0,8014,2495
31481,cg09507718,3345.0,16,53127703.0,CHD9,0.0,0.0,0.0,3382,0.0,0.0,8014,650
31482,cg26359045,3345.0,16,53128353.0,CHD9,0.0,0.0,0.0,3382,0.0,0.0,8014,4645
31483,cg05902643,3345.0,16,53132998.0,CHD9,0.0,0.0,0.0,3382,0.0,0.0,8014,33556
31484,cg15998531,3345.0,16,53166554.0,CHD9,0.0,0.0,0.0,3382,0.0,0.0,8014,27295
31485,cg06077880,3345.0,16,53193849.0,CHD9,0.0,0.0,0.0,3382,0.0,0.0,8014,48506
31486,cg08944236,3345.0,16,53242355.0,CHD9,0.0,0.0,0.0,3382,0.0,0.0,8014,264
31487,cg16861079,3345.0,16,53242619.0,CHD9,0.0,0.0,0.0,3382,0.0,0.0,8014,940
31488,cg05768044,3345.0,16,53243559.0,CHD9,0.0,0.0,0.0,3382,0.0,0.0,8014,498172
31489,cg00625110,3346.0,16,53741731.0,FTO,0.0,0.0,0.0,3382,0.0,0.0,8014,37604
31490,cg26982104,3346.0,16,53779335.0,FTO,0.0,0.0,0.0,3382,0.0,0.0,8014,8168
31491,cg01207767,3346.0,16,53787503.0,FTO,0.0,0.0,0.0,3382,0.0,0.0,8014,20493
31492,cg13884987,3346.0,16,53807996.0,FTO,0.0,0.0,0.0,3382,0.0,0.0,8014,42167
31493,cg14663066,3346.0,16,53850163.0,FTO,0.0,0.0,0.0,3382,0.0,0.0,8014,108463
31494,cg12891543,3346.0,16,53958626.0,FTO,0.0,0.0,0.0,3382,0.0,0.0,8014,21703
31495,cg05587478,3346.0,16,53980329.0,FTO,0.0,0.0,0.0,3382,0.0,0.0,8014,6511
31496,cg02265089,3346.0,16,53986840.0,FTO,0.01143212304964315,0.0002836862321551925,0.0,3382,0.0,0.0,8014,38508
31497,cg26580413,3346.0,16,54025348.0,FTO,0.0,0.0,0.0,3382,0.0,0.0,8014,6696
31498,cg12016828,3346.0,16,54032044.0,FTO,0.0,0.0,0.0,3382,0.0,0.0,8014,51783
31499,cg05305355,3346.0,16,54083827.0,FTO,0.0,0.0,0.0,3382,0.0,0.0,8014,1462
31500,cg03022104,3346.0,16,54085289.0,FTO,0.0,0.0,0.0,3382,0.0,0.0,8014,109
31501,cg00561634,3346.0,16,54085398.0,FTO,0.0,0.0,0.0,3382,0.0,0.0,8014,4391
31502,cg24136440,3346.0,16,54089789.0,FTO,0.0,0.0,0.0,3382,0.0,0.0,8014,6551
31503,cg10227678,3346.0,16,54096340.0,FTO,0.0,0.0,0.0,3382,0.0,0.0,8014,339
31504,cg07349222,3346.0,16,54096679.0,FTO,0.0,0.0,0.0,3382,0.0,0.0,8014,690
31505,cg00397287,3346.0,16,54097369.0,FTO,0.0,0.0,0.0,3382,0.0,0.0,8014,148
31506,cg02479755,3346.0,16,54097517.0,FTO,0.0,0.0,0.0,3382,0.0,0.0,8014,17318
31507,cg21724915,3346.0,16,54114835.0,FTO,0.0,0.0,0.0,3382,0.0,0.0,8014,202925
31516,cg09416543,3348.0,16,54964677.0,IRX5,0.0,0.0,0.0,3382,0.0,0.0,8014,60
31517,cg06923622,3348.0,16,54964737.0,IRX5,0.0,0.0,0.0,3382,0.0,0.0,8014,1074
31518,cg14464416,3348.0,16,54965811.0,IRX5,0.0,0.0,0.0,3382,0.0,0.0,8014,1026
31519,cg01901262,3348.0,16,54966837.0,IRX5,0.0,0.0,0.0,3382,0.0,0.0,8014,552
31520,cg09492451,3348.0,16,54967389.0,IRX5,0.0,0.0,0.0,3382,0.0,0.0,8014,297
31521,cg26478990,3348.0,16,54967686.0,IRX5,0.0,0.0,0.0,3382,0.0,0.0,8014,389567
31526,cg10250663,3349.0,16,55358458.0,IRX6,0.0,0.0,0.0,3382,0.0,0.0,8014,3
31530,cg02602550,3349.0,16,55360333.0,IRX6,0.0,0.0,0.0,3382,0.0,0.0,8014,152188
31532,cg12317456,3350.0,16,55512868.0,MMP2,0.0,0.0,0.0,3382,0.0,0.0,8014,2
31533,cg01821058,3350.0,16,55512870.0,MMP2,0.0,0.0,0.0,3382,0.0,0.0,8014,66
31537,cg02458945,3350.0,16,55514470.0,MMP2,0.0,0.0,0.0,3382,0.0,0.0,8014,14249
31540,cg16861537,3351.0,16,55542330.0,LPCAT2,0.0,0.0,0.0,3382,0.0,0.0,8014,454
31541,cg18297203,3351.0,16,55542784.0,LPCAT2,0.0,0.0,0.0,3382,0.0,0.0,8014,197
31542,cg27458265,3351.0,16,55542981.0,LPCAT2,0.0,0.0,0.0,3382,0.0,0.0,8014,68
31543,cg16176379,3351.0,16,55543049.0,LPCAT2,0.0,0.0,0.0,3382,0.0,0.0,8014,4
31544,cg09793988,3351.0,16,55543053.0,LPCAT2,0.0,0.0,0.0,3382,0.0,0.0,8014,113
31545,cg01751134,3351.0,16,55543166.0,LPCAT2,0.0,0.0,0.0,3382,0.0,0.0,8014,146283
31546,cg14112935,3352.0,16,55689449.0,SLC6A2,0.0,0.0,0.0,3382,0.0,0.0,8014,85
31547,cg27047406,3352.0,16,55689534.0,SLC6A2,0.0,0.0,0.0,3382,0.0,0.0,8014,331
31548,cg10362591,3352.0,16,55689865.0,SLC6A2,0.0,0.0,0.0,3382,0.0,0.0,8014,36
31549,cg01277542,3352.0,16,55689901.0,SLC6A2,0.0,0.0,0.0,3382,0.0,0.0,8014,229
31550,cg09746736,3352.0,16,55690130.0,SLC6A2,0.0,0.0,0.0,3382,0.0,0.0,8014,48
31551,cg25601695,3352.0,16,55690178.0,SLC6A2,0.0,0.0,0.0,3382,0.0,0.0,8014,131
31552,cg24280449,3352.0,16,55690309.0,SLC6A2,0.0,0.0,0.0,3382,0.0,0.0,8014,28
31553,cg13088144,3352.0,16,55690337.0,SLC6A2,0.0,0.0,0.0,3382,0.0,0.0,8014,81
31554,cg19391456,3352.0,16,55690418.0,SLC6A2,0.0,0.0,0.0,3382,0.0,0.0,8014,25
31555,cg09321400,3352.0,16,55690443.0,SLC6A2,0.0,0.0,0.0,3382,0.0,0.0,8014,121
31556,cg04490714,3352.0,16,55690564.0,SLC6A2,0.0,0.0,0.0,3382,0.0,0.0,8014,45755
31557,cg27579359,3352.0,16,55736319.0,SLC6A2,0.0,0.0,0.0,3382,0.0,0.0,8014,494973
31558,cg04037585,3353.0,16,56231292.0,GNAO1,0.0,0.0,0.0,3382,0.0,0.0,8014,2085
31559,cg13038178,3353.0,16,56233377.0,GNAO1,0.0,0.0,0.0,3382,0.0,0.0,8014,3483
31560,cg22776647,3353.0,16,56236860.0,GNAO1,0.0,0.0,0.0,3382,0.0,0.0,8014,58997
31561,cg13344118,3353.0,16,56295857.0,GNAO1,0.0,0.0,0.0,3382,0.0,0.0,8014,997
31562,cg02346118,3353.0,16,56296854.0,GNAO1,0.0,0.0,0.0,3382,0.0,0.0,8014,38003
31563,cg09403559,3353.0,16,56334857.0,GNAO1,0.0,0.0,0.0,3382,0.0,0.0,8014,43830
31564,cg03896542,3353.0,16,56378687.0,GNAO1,0.0,0.0,0.0,3382,0.0,0.0,8014,10338
31565,cg04735468,3353.0,16,56389025.0,GNAO1,0.0,0.0,0.0,3382,0.0,0.0,8014,9892
31566,cg07959065,3354.0,16,56398917.0,AMFR,0.0,0.0,0.0,3382,0.0,0.0,8014,38282
31567,cg01467111,3354.0,16,56437199.0,AMFR,0.0,0.0,0.0,3382,0.0,0.0,8014,5956
31568,cg01471929,3354.0,16,56443155.0,AMFR,0.0,0.0,0.0,3382,0.0,0.0,8014,140
31569,cg04973736,3354.0,16,56443295.0,AMFR,0.0,0.0,0.0,3382,0.0,0.0,8014,13160
31570,cg03099790,3354.0,16,56456455.0,AMFR,0.0,0.0,0.0,3382,0.0,0.0,8014,307118
31571,cg09308553,3355.0,16,56763573.0,NUP93,0.0,0.0,0.0,3382,0.0,0.0,8014,51265
31572,cg04924314,3355.0,16,56814838.0,NUP93,0.0,0.0,0.0,3382,0.0,0.0,8014,2640
31573,cg10151021,3355.0,16,56817478.0,NUP93,0.0,0.0,0.0,3382,0.0,0.0,8014,9892
31574,cg00669258,3355.0,16,56827370.0,NUP93,0.0,0.0,0.0,3382,0.0,0.0,8014,30973
31575,cg06517351,3355.0,16,56858343.0,NUP93,0.0,0.0,0.0,3382,0.0,0.0,8014,14602
31578,cg05723552,3356.0,16,57026029.0,NLRC5,0.0,0.0,0.0,3382,0.0,0.0,8014,12887
31579,cg05757530,3356.0,16,57038916.0,NLRC5,0.0,0.0,0.0,3382,0.0,0.0,8014,11356
